filename	event_labels
Mk9ZVGulOHU_590_600	Singing,Speech
Jk1fEV2Ih64_50_60	Chainsaw,Speech
MNsV5AoPXK4_90_100	Cat,Speech
AnwWnqHqP8U_330_340	Violin_fiddle,Speech
BpCmhAmhj3o_140_150	Telephone_bell_ringing,Speech
OWN-5B1zY48_30_40	Cello,Violin_fiddle,Speech
ErqlTrMj3Lc_30_40	Violin_fiddle,Speech
09NJEsALpRk_560_570	Speech,Car
1-0EYLUEbRo_340_350	Blender,Speech
HZ_kWlduubw_0_10	Chicken_rooster,Speech
D9LaKlgNuhs_120_130	Speech,Vacuum_cleaner
NCrVXNnTVog_30_40	Speech,Clapping
O_U_Ddfk30g_90_100	Cheering,Speech
10Vv0X2_n6Q_8_18	Speech,Car
JxsLUtThqB8_40_50	Singing,Speech
7p9EV8YRiqQ_10_20	Basketball_bounce,Speech
5H9CVaGBK0A_180_190	Basketball_bounce,Speech
EP46sQTav08_30_40	Cat,Speech
AtRGb3tz75U_80_90	Speech,Vacuum_cleaner
CjUGYBisCMY_30_40	Violin_fiddle,Speech
J-Igx1Ucy-Y_0_10	Speech,Dog
E2_hiR8V8Co_70_80	Motorcycle,Speech
7r0NonCqIQ0_80_90	Speech,Fire_alarm
MFMIUjFpCFE_30_40	Speech,Baby_cry_infant_cry
KWuUTv2qQno_150_160	Motorcycle,Speech
A2HaxSKLeqg_30_40	Cat,Speech
Hv8Hu2xuHPQ_10_20	Singing,Speech
Cz6SoRu4tKU_80_90	Singing,Speech
NDHLR26XFfg_300_310	Chicken_rooster,Speech
-0v5HO5RQgM_0_10	Speech,Car
2zV9-sdxgII_200_210	Speech,Car
9uL1FNGA9vM_70_80	Speech,Fire_alarm
2AtiN0FduIc_2_12	Speech,Fire_alarm
MNZgKyCnKlY_350_360	Telephone_bell_ringing,Speech
AWxzn3KU3zM_0_10	Lawn_mower,Speech
D-kGeAU-tAI_30_40	Speech,Baby_cry_infant_cry
KkIkIVHFmSQ_30_40	Violin_fiddle,Speech
4iFKszSumIY_50_60	Speech,Vacuum_cleaner
A88z_71BVoI_30_40	Violin_fiddle,Speech
-7mKTqOQB_E_11_21	Speech,Car
NtV5h5-FKps_150_160	Speech,Vacuum_cleaner
0BMHepxexD0_30_40	Speech,Car
EuwxLyu9-Do_30_40	Violin_fiddle,Speech
Nq090aCvcJY_10_20	Speech,Dog
KEtet34gu4c_40_50	Speech,Dog
J5lhi2-2mFo_16_26	Speech,Baby_cry_infant_cry
94xm4MG8nD8_30_40	Cheering,Speech
3Rxbbb0GGi4_160_170	Speech,Baby_laughter
E_5PeLpmoXs_30_40	Cat,Speech
MZ6lG0KdghM_80_90	Lawn_mower,Speech
09NODcg07iE_10_20	Speech,Car
APTfXfFDLg8_60_70	Speech,Dog
Lwd05BeMGts_30_40	Violin_fiddle,Speech
G7XPN8MP2w4_70_80	Speech,Dog
BwJgOCnwsA8_80_90	Blender,Speech
LLCtuo_5vQk_30_40	Chicken_rooster,Speech
E96ur1VuinY_130_140	Helicopter,Speech
1DsignYefh8_510_520	Speech,Car
JjAcqS7rkwI_130_140	Speech,Dog
-1N_2yXqh90_30_40	Speech,Car
C3wh03W1c4o_140_150	Acoustic_guitar,Speech
A_dzhZF9RlI_30_40	Violin_fiddle,Speech
EmfUb7VmHkc_30_40	Banjo,Speech
-r8VXRqHpmg_0_10	Speech,Car
M1VIp7nHD0s_210_220	Singing,Speech
3InqIVIwF5s_90_100	Speech,Car
ID6eV4SfVjw_60_70	Singing,Speech
3jXoc3tvPuQ_30_40	Cheering,Speech
0dCvfGzZjgQ_30_40	Speech,Car
CDxTicwqmt8_140_150	Singing,Speech
08gh4C8mO8c_30_40	Chainsaw,Speech
Is7r3Evo77E_110_120	Acoustic_guitar,Speech
Bg_BiGTnQ2U_30_40	Acoustic_guitar,Speech
EWYgGtO1Z5E_0_10	Singing,Speech
CHnvAhucXwU_23_33	Speech,Baby_cry_infant_cry
14ZZavlJFGE_110_120	Speech,Fire_alarm
KD277yz27NA_30_40	Violin_fiddle,Speech
CWFnfL-5X-M_30_40	Basketball_bounce,Speech
FcC90TCF1zI_20_30	Motorcycle,Speech
IcP_NY2Wv-I_220_230	Basketball_bounce,Speech
C3l6vPFah0A_10_20	Chicken_rooster,Speech
G4ggGW_jsmI_30_40	Helicopter,Speech
9-FLVe2r2BQ_30_40	Chainsaw,Speech
2eEeOLqSFJw_30_40	Cheering,Speech,Clapping
P7rl7vZq794_570_580	Speech,Fire_alarm
EKcr7G9u4pc_400_410	Acoustic_guitar,Speech
BTd9kcosmyA_30_40	Violin_fiddle,Speech
NhxGLUbNBhc_30_40	Acoustic_guitar,Speech
FcQ-twwDXDM_40_50	Speech,Vacuum_cleaner
B99iSRdneVE_40_50	Chicken_rooster,Speech
NaTIMSFlBjU_20_30	Singing,Speech
BFJjksn3ASU_80_90	Speech,Dog
A90tzPaP2gk_30_40	Singing,Speech
IA3-sBOX2A4_200_210	Motorcycle,Speech
DfJSXfWteL4_50_60	Speech,Dog
Kn1uDM7006w_380_390	Motorcycle,Speech
GkJm1GDcjBY_20_30	Speech,Dog
EgDJZiJ40DY_30_40	Speech,Dog
CPylXv1E6Ro_30_40	Violin_fiddle,Speech
EqZsDW1XfoA_140_150	Singing,Speech
Fs3RwSHKwiE_30_40	Violin_fiddle,Speech
C0WL7tiDcn4_360_370	Motorcycle,Speech
7bebYVKl7t8_510_520	Blender,Speech
M4YieXBhu-w_220_230	Cat,Speech
FKfJHq1CJa8_210_220	Speech,Clapping
OdVZG2R2Rtg_0_10	Cat,Speech
0OIZaLhuBQA_30_40	Speech,Car
Eg6jva4tIVw_30_40	Speech,Dog
Kc9tdLNafws_40_50	Singing,Speech
DiCo7lWXFws_30_40	Speech,Dog
0koT_xaxZZw_30_40	Speech,Car
EwKKRbVhOIM_0_10	Speech,Fire_alarm
B_ncetNXIYM_10_20	Singing,Speech
NtrhGuE0y64_20_30	Speech,Dog,Baby_laughter
Nhi7-GN1Oys_360_370	Speech,Vacuum_cleaner
EP-K9Os-OiU_50_60	Speech,Vacuum_cleaner
30p1vGnpD9U_130_140	Speech,Fire_alarm
N6BwVIXwbN8_270_280	Cheering,Speech
JykKbWkQwTw_40_50	Singing,Speech
EjlO8bYGM8o_0_10	Speech,Dog
3BuR7oCmL2Q_21_31	Speech,Car
BIhgYu_5W_w_30_40	Violin_fiddle,Speech
P0ZjtIJoVpk_150_160	Cheering,Speech
O01hXxDMN80_150_160	Motorcycle,Speech
H3bZiHpH7WI_30_40	Violin_fiddle,Speech
AIiGtoi5fZE_30_40	Speech,Dog
Cw1aqH82-4Y_50_60	Cat,Speech
E_lO4MUXNIY_0_10	Speech,Clapping
8I33jMkah94_90_100	Chainsaw,Speech
MUn2kwFs0C0_180_190	Speech,Dog
LHfbLIaQtdw_260_270	Basketball_bounce,Speech
CZnMHXLncLQ_10_20	Speech,Dog
JeZmIFXjpUk_30_40	Speech,Dog
HsuGxP27B_g_30_40	Cheering,Speech
CgGT4mdSQgc_40_50	Speech,Clapping
OXuob7fuBnI_30_40	Violin_fiddle,Speech
O8jX7vi0qes_10_20	Motorcycle,Speech
2aPtGGf0AEg_290_300	Blender,Speech
Hoz5bROZo8E_30_40	Violin_fiddle,Speech
H-tH96gpYZw_30_40	Violin_fiddle,Speech
1aG3QX2o-RM_30_40	Speech,Frying_(food)
EpoiPK7sxZ0_160_170	Speech,Dog
HwOj_JBkLDA_10_20	Acoustic_guitar,Speech
LGmE5zS-q-A_10_20	Helicopter,Speech
D6I5xy1Q3Ms_0_10	Speech,Dog
IexS1Qb0Njc_220_230	Speech,Dog
AMA-qvxjCls_50_60	Singing,Speech
DpjfVKL4A3o_30_40	Helicopter,Speech
OPV07bXljcc_20_30	Chicken_rooster,Speech
IEBDLDt7A1M_290_300	Singing,Speech
MmYfZlB8Pjg_130_140	Singing,Speech
C5Is38_YYFA_0_10	Cat,Speech
LqM2m2rFWxw_80_90	Speech,Dog
Csrao_PVivc_30_40	Violin_fiddle,Speech
FL29Xezp3jk_10_20	Speech,Accordion
5nchK6uACAc_240_250	Cheering,Speech
M-y8e2ibpPc_100_110	Blender,Speech
EUsgXnI8krU_30_40	Cheering,Speech
OYuWBPtLu4k_0_10	Telephone_bell_ringing,Speech
BLIstvCh74A_30_40	Violin_fiddle,Speech
9xWkarRnGP4_200_210	Speech,Dog
L5Ih_QjSRM8_0_10	Speech,Dog
IpryKdoCsGk_330_340	Singing,Speech,Clapping
HCz8ihwivNg_50_60	Speech,Dog
Mn-5nJwg2XY_10_20	Speech,Dog
AeyLJc7nKrw_30_40	Cheering,Speech
9K09oYuhtXM_10_20	Cheering,Speech
LdGK69NWH7o_20_30	Speech,Baby_cry_infant_cry
AVfzhOIjg9U_0_10	Singing,Speech
AqvhPrthc7k_50_60	Helicopter,Speech
D7brPOxCZ4Y_370_380	Basketball_bounce,Speech
05Hq6naTMpg_30_40	Speech,Car
DZJZOgC6PGQ_0_10	Motorcycle,Speech
0lm6td19gNo_0_10	Basketball_bounce,Speech
HIbwWg8PP9I_70_80	Cat,Speech
1-6NysRHEpk_30_40	Speech,Car
Dnofap97zF0_100_110	Motorcycle,Speech
0s_BgvPYlDI_30_40	Speech,Car
JULh1bsvhFA_200_210	Singing,Speech
7QpYQt2-Euc_30_40	Cheering,Speech
CyFs3Gl195A_80_90	Singing,Speech
HwBBuBV_bf4_40_50	Speech,Dog
0UsO37ymr-w_50_60	Speech,Car
FgG2HXtpDCw_0_10	Speech,Dog
6VRcINAY7KE_0_10	Chainsaw,Speech
FTuFdcPTatU_0_10	Speech,Dog
FS7pCBz6ESg_17_27	Speech,Baby_cry_infant_cry
AU41RVLF_Wg_230_240	Lawn_mower,Speech
GQ2OB4KIFgA_30_40	Violin_fiddle,Speech
LebTV5lw-Y8_560_570	Acoustic_guitar,Speech
DyR8b5DiLJI_240_250	Blender,Speech
NjdjkSGvsGE_70_80	Speech,Dog
LVKPTaNDF0I_20_30	Cheering,Speech
D5lE-RhEoEA_0_10	Motorcycle,Speech
JVwzCCfRrmY_150_160	Speech,Baby_cry_infant_cry
LXUZsp2YJ1A_30_40	Acoustic_guitar,Speech
GaB_59Vg9dM_30_40	Violin_fiddle,Speech
N113Tzb1jms_30_40	Violin_fiddle,Speech
On73Ui9S22A_20_30	Singing,Speech
JjWpL7s0GlM_30_40	Speech,Clapping
CBtJsiQ4eOU_30_40	Violin_fiddle,Speech
1-33-gcTUkM_30_40	Speech,Car
5Flb0uS6iyQ_20_30	Basketball_bounce,Speech
HFmcPF0E7VI_20_30	Speech,Fire_alarm
Bpfa4XLm4Wk_30_40	Violin_fiddle,Speech
Hf75QQI3gyM_0_10	Speech,Dog
Czek3CG0d3s_30_40	Singing,Speech
HldYZadQTXc_20_30	Cheering,Speech
Az-x5ZMis20_30_40	Acoustic_guitar,Speech
DV_1Nl3tREk_150_160	Motorcycle,Speech
1NrV05ABUx0_1_11	Speech,Car
MSOzLCnUg78_60_70	Chicken_rooster,Speech
JtxWvUG11PE_20_30	Speech,Dog
0Y4dDnXF7C8_30_40	Speech,Car
C95TRUqh7_8_30_40	Helicopter,Speech
70UOeOJYd_k_30_40	Banjo,Speech
MQa8rj-y4rM_300_310	Chainsaw,Speech
0NT0U1lcVXA_90_100	Blender,Speech
5GKwyysy9X8_360_370	Lawn_mower,Speech
K2R1QM3I3y8_190_200	Speech,Vacuum_cleaner
OoXoKGRSEgI_80_90	Speech,Dog
ARYDmtIZ1II_20_30	Acoustic_guitar,Speech
ITjdw8DpCYA_20_30	Speech,Baby_cry_infant_cry
EFcx0qk9liI_10_20	Basketball_bounce,Speech
LVK9qxBO324_30_40	Violin_fiddle,Speech
B-Q8oFjL8VQ_20_30	Acoustic_guitar,Speech
FQ8H0rhLPT4_30_40	Violin_fiddle,Speech
O3tzoMfTbK0_0_10	Chicken_rooster,Speech
Iy_2v_orOjY_30_40	Violin_fiddle,Speech
L6nIf_FpwS4_30_40	Chicken_rooster,Speech
N_m_YA80HyU_30_40	Motorcycle,Speech
OoUfZ0_yr5A_30_40	Speech,Baby_cry_infant_cry
MpgigTlVMUA_190_200	Violin_fiddle,Speech
DL00Q-Qu8sI_420_430	Speech,Vacuum_cleaner
JUHvGG-CO0s_0_10	Violin_fiddle,Speech
K5zukAcTGC4_30_40	Acoustic_guitar,Speech
GC_YAh7MHrY_200_210	Singing,Speech
3eN7ujFJzXQ_170_180	Speech,Frying_(food)
BQzSJJtWKPg_30_40	Singing,Speech
ABSrUKkZRtQ_30_40	Lawn_mower,Motorcycle,Speech
025yQh3lGLI_30_40	Speech,Car
OzXfgPbpRec_40_50	Singing,Speech
ID-ZlEMAYws_210_220	Motorcycle,Speech
Bp2S5rMD7P4_30_40	Motorcycle,Speech
P-zQhC7wl1Q_320_330	Speech,Vacuum_cleaner
KaRUHkf-7rU_150_160	Speech,Baby_cry_infant_cry
OLhDRxmEDgw_20_30	Speech,Clapping
Fo7bQMeAjO4_210_220	Speech,Frying_(food)
AKmS-z4ZwJQ_150_160	Speech,Dog
LH8S8o8Zi_g_30_40	Violin_fiddle,Speech
9qyKG6ArgdU_30_40	Violin_fiddle,Speech
LuUd5lmLEtM_160_170	Singing,Speech
Bamqdt_l3Cc_40_50	Speech,Dog
BF7ilNR20dQ_90_100	Singing,Speech
JN8ECVybU34_140_150	Acoustic_guitar,Speech
NuzOoZ5ho5Y_10_20	Speech,Dog
LqKqauhtq9w_200_210	Basketball_bounce,Speech
L2Me9l7YueM_20_30	Chicken_rooster,Speech
A_pvKPvf7-A_30_40	Violin_fiddle,Speech
G6Pclkaft6E_280_290	Singing,Speech
5O-W3i8iees_160_170	Speech,Vacuum_cleaner
KNtS88LIZzs_0_10	Speech,Dog
OPpg0ddp1a8_250_260	Speech,Frying_(food)
JgpgEMvQRls_30_40	Violin_fiddle,Speech
3FINQp7a98s_30_40	Speech,Car
FSWBB5juUC4_30_40	Violin_fiddle,Speech
DoU4o2Ntazc_40_50	Singing,Speech
-0nGnA-xtkg_0_10	Singing,Violin_fiddle,Speech
Nskn2ys5e8Y_80_90	Banjo,Speech
Kb7uMcz8-7Y_50_60	Chicken_rooster,Speech
FzX2EolvHTY_30_40	Chicken_rooster,Speech
36yvY7tUqIY_220_230	Chainsaw,Speech
KFzxFiI8Y6Y_220_230	Cello,Speech
CmywCEgbWS4_30_40	Cheering,Speech
2BI1_G0ROmk_30_40	Speech,Car
AELbJJFC4sg_30_40	Basketball_bounce,Speech
5J-_16lbO3o_150_160	Speech,Fire_alarm
LBMl9zU1SbA_30_40	Violin_fiddle,Speech
E8zVs4rTsnc_40_50	Speech,Dog
APIzZpwd0bA_30_40	Singing,Speech
9vE414vHHXw_0_10	Singing,Speech
5KMJ-SH-k5E_130_140	Basketball_bounce,Speech
IgfGGq48FFM_30_40	Speech,Baby_cry_infant_cry
Dy_y7P8ClqM_30_40	Chicken_rooster,Speech
HJZagk51mPM_30_40	Cheering,Speech
K8zcIpoAx44_60_70	Basketball_bounce,Speech
AsBM6Ch9GU4_0_10	Speech,Dog
AgK56VVTiAY_110_120	Singing,Speech
GAS-XwgqbMQ_40_50	Acoustic_guitar,Speech
L2p0LKM3NY0_20_30	Speech,Dog
1gjVYLuHVA0_30_40	Speech,Car
LIrLUWknW8Y_0_10	Cat,Speech
JcxKY894xe4_30_40	Speech,Dog
Gs_zBRacC44_0_10	Speech,Dog
NbC_XMis3HE_30_40	Speech,Dog
EJLQueQZE6Y_80_90	Speech,Dog
9ZmEIObQuLE_130_140	Helicopter,Speech
OY5503vDeA8_30_40	Speech,Dog
3fdmx2lXY50_27_37	Cheering,Speech
LJq-5ezB4CY_0_10	Speech,Baby_laughter
DdX5fNcLz3s_320_330	Violin_fiddle,Speech
L085OwkfVkc_220_230	Motorcycle,Speech
0TQy_Cpgc8M_30_40	Speech,Frying_(food)
8-ZLMffhptY_280_290	Speech,Frying_(food)
F6MPyOI3rE8_320_330	Cheering,Speech
LoQs5OAx3z4_30_40	Acoustic_guitar,Speech
H5UzG2cLHDM_20_30	Acoustic_guitar,Speech
MhpN4nkuSzQ_90_100	Speech,Frying_(food)
Id4eMIZ6gak_16_26	Speech,Baby_cry_infant_cry
NbOAdZPUvHs_160_170	Speech,Dog
Fjm344x_FmM_20_30	Speech,Dog
J0GF7AdrUas_30_40	Violin_fiddle,Speech
HeyEUufWhnY_30_40	Acoustic_guitar,Speech
FUQC3di3JdU_30_40	Violin_fiddle,Speech
1ecuWsXLm14_30_40	Speech,Car
NlnNSJ2z5Ao_30_40	Speech,Dog
OVnPuNmSFf0_30_40	Speech,Frying_(food)
AxBOS393w1s_170_180	Violin_fiddle,Speech
NONQaGdhCZQ_10_20	Acoustic_guitar,Speech
PBfUmQNDEUg_10_20	Singing,Speech
H8UkkLoLwN4_30_40	Violin_fiddle,Speech
F8J19Klc2Eg_20_30	Chainsaw,Speech
B9VyWTSI5JY_240_250	Speech,Vacuum_cleaner
MRiPIWYhZuU_50_60	Cheering,Speech
HKr-LiWabD0_330_340	Speech,Frying_(food)
EhTA8ADBSiQ_30_40	Acoustic_guitar,Speech
Lr0F5RFlAk8_0_10	Singing,Speech
BzcJihx7sAQ_330_340	Singing,Speech
AwhELVrHr54_30_40	Speech,Baby_cry_infant_cry
0AQvDc3w0S0_190_200	Cheering,Speech
EdZAKZe2IJQ_150_160	Chicken_rooster,Speech
GcHBBLpZPOg_0_10	Motorcycle,Speech
FgH-NQG2A2o_30_40	Violin_fiddle,Speech
P8p3GKlyJnI_350_360	Singing,Speech
13zfTPMq0ws_100_110	Cheering,Speech
IGiSi5cyN4A_30_40	Violin_fiddle,Speech
Gq2jYgqfI7U_30_40	Violin_fiddle,Speech
2fUap5D3Zv8_40_50	Speech,Vacuum_cleaner
7Z8Y1QuzCWU_100_110	Speech,Fire_alarm
KjEBd2p3CXU_50_60	Motorcycle,Speech
F3bQCTCUwBc_70_80	Cat,Speech
KXx4m6v4TEo_270_280	Acoustic_guitar,Speech
Oh-1Ntr2c6w_30_40	Violin_fiddle,Speech
G56KawjO_Eo_270_280	Singing,Speech
DvJvR6ctHJU_30_40	Violin_fiddle,Speech
JNHdDUjckbQ_100_110	Speech,Dog
9evSbvLR9kI_350_360	Motorcycle,Speech
G9dzSp_hGbA_0_10	Chainsaw,Speech
MiO0r0cz7Z0_30_40	Speech,Baby_cry_infant_cry
FD34DKLOmgE_30_40	Speech,Baby_cry_infant_cry
Ldx02msM_M8_0_10	Singing,Speech
AigemlRrCJk_30_40	Speech,Dog
9rafpnNONAk_30_40	Violin_fiddle,Speech
OqZB8hRXT-E_50_60	Speech,Dog
GD5L4h1PvUs_0_10	Cheering,Speech
E686uNFSR-k_290_300	Acoustic_guitar,Speech
Mbn02f3UbzM_30_40	Speech,Baby_cry_infant_cry
OMUJCxYpD7c_80_90	Cheering,Speech
AybG7FSaO38_20_30	Chainsaw,Speech
OXt-A9JytPA_30_40	Speech,Dog
LQM86xc8wsE_230_240	Basketball_bounce,Speech
2LvbTYRCItA_30_40	Speech,Car
LubeE5vwybk_0_10	Cheering,Speech
IyeGulokhJA_30_40	Speech,Clapping
B3LrWIUS6Ck_20_30	Singing,Speech
1QG_XmhqcU4_180_190	Speech,Car
BVxGkUFtVl8_80_90	Motorcycle,Speech
OHALRJRGe98_30_40	Violin_fiddle,Speech
OnImXzvrKMg_150_160	Speech,Fire_alarm
A95ztPd1FD8_50_60	Speech,Dog
D0qe-yhpHKw_100_110	Chicken_rooster,Speech
14-EVR52DX4_30_40	Speech,Accordion
JZQ8v2qOEe8_480_490	Acoustic_guitar,Speech
PBLKomDI_Tc_0_10	Speech,Dog
DAU78sMqUss_30_40	Violin_fiddle,Speech
2paRGrzV5o0_300_310	Speech,Car
Be3KiKxqdoM_300_310	Basketball_bounce,Speech
AuJLHzKkzqM_100_110	Speech,Dog
1vOhNpg0H-g_0_10	Lawn_mower,Speech
LCijGPWt8Cg_30_40	Violin_fiddle,Speech
LCkN7bsLquU_70_80	Speech,Dog
7XCSZi0rS5E_550_560	Speech,Baby_laughter
Gqxv9BCWqXI_60_70	Speech,Dog
FIPvchztENM_30_40	Speech,Accordion
Jm1OD0qfxCc_0_10	Basketball_bounce,Speech
J-iqLmAERYU_30_40	Violin_fiddle,Speech
6JOcDNA3xPY_240_250	Cheering,Speech
DnFppK4A8GI_280_290	Singing,Speech
0YnOMAls83g_30_40	Cheering,Speech
LzkYp84a_nI_30_40	Motorcycle,Speech
LVUdENmCV_c_2_12	Speech,Clapping
9FcBsEzihqI_80_90	Speech,Vacuum_cleaner
DWC699Srn-8_30_40	Speech,Baby_cry_infant_cry
Jrp6ixaAMTw_30_40	Speech,Dog
EMnNZfCB0J8_160_170	Acoustic_guitar,Speech
JSejXAlkBXs_30_40	Violin_fiddle,Speech
1CPfFe_5hyQ_200_210	Speech,Frying_(food)
Ni9jkGcsO3Q_260_270	Acoustic_guitar,Speech
1HlgBcnRKxM_30_40	Speech,Car
1RzohtrwFBM_30_40	Speech,Car
DaNuxmM8ras_30_40	Violin_fiddle,Speech
IKlrXOyxHnY_60_70	Chicken_rooster,Speech
LepHjFxNPuU_21_31	Speech,Baby_cry_infant_cry
BKLbXlQpXCM_30_40	Speech,Fire_alarm
OnI_Q-nLuiQ_0_10	Singing,Speech
Oi0BdSpU-nM_40_50	Speech,Dog
NU2G7PzEy2U_80_90	Cheering,Speech
H_7AWHR3yUc_30_40	Cat,Speech
BVMhFs3Mfsc_240_250	Cheering,Speech
FYIKIEy4FGk_0_10	Motorcycle,Speech
BbnVei0R8qE_180_190	Basketball_bounce,Speech
FtHpeHIK3s0_40_50	Motorcycle,Speech
1T8oXIFhjbI_160_170	Speech,Frying_(food)
J8CSpbKLZaA_30_40	Speech,Baby_cry_infant_cry
GxbVJ3xWIkE_310_320	Speech,Clapping
Ox72ViZXVyc_80_90	Cat,Speech,Dog
BA8_dn_dA1g_0_10	Motorcycle,Speech
HZ6q0FDyj-8_27_37	Violin_fiddle,Speech
E7UUEVUq0-M_30_40	Violin_fiddle,Speech
MWinzgYhyUM_20_30	Violin_fiddle,Speech
KygTjGoFJHc_10_20	Cat,Speech
MF2hxT9su7A_560_570	Speech,Fire_alarm
KT2f2J9MJGg_10_20	Motorcycle,Speech
HPzhs5JFSTM_30_40	Acoustic_guitar,Speech
1LPV4wCXtp8_30_40	Speech,Car
2Lu2F9GTyrw_30_40	Speech,Car
8R5pCStyc8w_180_190	Speech,Frying_(food)
FfHs4FaqUBg_80_90	Motorcycle,Speech
KDXrbZNpugw_180_190	Speech,Dog
IsPxwmEDfNQ_30_40	Violin_fiddle,Speech
EWJSL2VLFQM_430_440	Motorcycle,Speech
HDSo9gEd2Go_260_270	Basketball_bounce,Speech
I1NWBVYn3mk_30_40	Speech,Clapping
2pVaeNPy50g_350_360	Speech,Car
EceTcpNCSYI_80_90	Speech,Dog
BZu9cY8dqms_120_130	Speech,Dog
EYyCPb71kks_110_120	Speech,Dog
MZsR0Gs7hC0_20_30	Chicken_rooster,Speech
OVyWodAjQQI_30_40	Speech,Baby_cry_infant_cry
Nbl41ZQPFJc_0_10	Singing,Speech
IWrT4fBYzb8_120_130	Violin_fiddle,Speech
Aod4kKMxp24_150_160	Helicopter,Speech
4LccFl0wcuI_21_31	Speech,Clapping
9xZVIHw97KA_30_40	Violin_fiddle,Speech
BXHVLLewKzw_30_40	Cat,Speech
0MH4PFNpBDU_30_40	Speech,Car
EeKreyjUPak_0_10	Speech,Dog
HxAlcG_rEZA_30_40	Chainsaw,Speech
Bmk2hkgBitA_400_410	Motorcycle,Speech
HEwkex4K6hc_0_10	Speech,Dog
KFIXITJPQIE_20_30	Motorcycle,Speech
GV_PJDvWaBo_10_20	Speech,Dog
Dpa8VeyU72Y_230_240	Speech,Baby_cry_infant_cry
Nkz6ZHSAOf0_180_190	Singing,Speech
B3MAJqFGdus_190_200	Speech,Vacuum_cleaner
1KhnE-1DLKY_50_60	Cheering,Speech
K07YgzCxutw_420_430	Banjo,Speech
IsN0egN2p4A_70_80	Speech,Dog
99cwh996lpU_540_550	Blender,Speech
LBixNsRsbpE_0_10	Chicken_rooster,Speech
NOkbl-UhsTM_20_30	Motorcycle,Speech
JdDbT0L38zg_20_30	Singing,Speech
Dpb2wArtOf8_30_40	Violin_fiddle,Speech
5Mdo8niS908_50_60	Speech,Vacuum_cleaner
14_iWn5Fl9M_380_390	Speech,Car
F7z-S6-06qM_0_10	Speech,Baby_cry_infant_cry
EbXbjRCrf7Q_30_40	Violin_fiddle,Speech
JTuQWkosSv4_30_40	Speech,Baby_cry_infant_cry
CN4DcBT9WcE_30_40	Speech,Fire_alarm
0EqRP09Yb6s_240_250	Speech,Clapping
408uaxjumNY_110_120	Basketball_bounce,Speech
G2psvh_HQ9g_30_40	Violin_fiddle,Speech
JshqdAXcSmQ_160_170	Speech,Dog
Mw7udZ_Y320_140_150	Singing,Speech
EjR9jaPoOlQ_80_90	Speech,Baby_cry_infant_cry
HtepxCbGyCQ_360_370	Speech,Dog
IZGXmwbe_eM_30_40	Speech,Baby_cry_infant_cry
NiBl5Pv_ahQ_70_80	Singing,Speech
L9LPkUNhV-E_140_150	Singing,Speech
4aeWOVHDPoU_580_590	Blender,Speech
NVfkZ1sKoUc_30_40	Cat,Speech
HSnEZoLaT4w_60_70	Speech,Vacuum_cleaner
HP7RP8Oc9Pk_110_120	Motorcycle,Speech
FBsqhZgRdPo_30_40	Violin_fiddle,Speech
LkBvm_IEOTc_30_40	Chicken_rooster,Speech
K0dXpJYs7Tw_250_260	Singing,Speech
LxYTNanABHw_260_270	Speech,Fire_alarm
CkbbkdxVyRA_10_20	Speech,Dog
LAA5FIBNRH0_30_40	Violin_fiddle,Speech
DbEmznQj8cM_30_40	Violin_fiddle,Speech
JD1m4XrGPUQ_30_40	Violin_fiddle,Speech
AXmwk2L1PGs_30_40	Speech,Dog
7Rc9bJ9we7U_0_10	Speech,Fire_alarm
Hr_5lRHO-5k_10_20	Speech,Dog
CzyYocFZAas_60_70	Cheering,Speech
DJdLMjgYFlU_30_40	Helicopter,Speech
HoGyL8jLXzU_10_20	Singing,Speech
NXbLD2ibHmU_140_150	Singing,Speech
OMcSqTF1eJs_110_120	Helicopter,Speech
CvTKUAgZ79s_390_400	Motorcycle,Speech
B4gLU2ackdk_30_40	Speech,Dog
MeVdP0tK2j8_30_40	Violin_fiddle,Speech
2GhPKWbVbnE_160_170	Speech,Car
2ybgIwdGblw_70_80	Basketball_bounce,Speech
DrUyviMWotM_0_10	Cheering,Speech
D7lxjJgpScw_70_80	Motorcycle,Speech
I09BZvkCg14_30_40	Basketball_bounce,Speech
Jjr-5C-E92g_180_190	Speech,Frying_(food)
95LjY6Exwsw_0_10	Basketball_bounce,Speech
MiSvMrZBLSY_30_40	Violin_fiddle,Speech
73l8vXDTY08_390_400	Speech,Accordion
FtjYOMJovPk_30_40	Chicken_rooster,Speech
AIs4gx9RVTs_80_90	Speech,Frying_(food)
OeA7qu1jcLA_30_40	Chicken_rooster,Speech
C5Ge3-VJ3kk_30_40	Chicken_rooster,Speech
BOk6qaLV-Qw_30_40	Violin_fiddle,Speech
El8SjpaTcE0_80_90	Motorcycle,Speech
2ylgJhvK6oQ_27_37	Speech,Car
CnqEQtUHZbo_30_40	Speech,Baby_laughter
9vqtXGvna70_70_80	Speech,Dog
CeuQ7FeTF-w_30_40	Violin_fiddle,Speech
K5Nrn8OORGY_100_110	Singing,Speech
0dUZYnnkdjU_70_80	Speech,Car
NZUYYBxUbYM_170_180	Basketball_bounce,Speech
C180gCyK76c_50_60	Speech,Dog
OKBqATHDehQ_30_40	Violin_fiddle,Speech
ECQTAc2yXw8_20_30	Singing,Speech
OiVf4YN6F04_110_120	Cheering,Speech
